# 12 month-opener 節氣 instants, JPL DE440s via Skyfield (tools/generate_solar_terms.py). year = KST calendar year.
year,term,utc
1950,立秋,1950-08-08T02:54:58Z
1950,白露,1950-09-08T05:33:26Z
1950,寒露,1950-10-08T20:51:26Z
1950,立冬,1950-11-07T23:43:30Z
1950,大雪,1950-12-07T16:21:27Z
1951,小寒,1951-01-06T03:30:10Z
1951,立春,1951-02-04T15:13:14Z
1951,驚蟄,1951-03-06T09:26:28Z
1951,淸明,1951-04-05T14:32:25Z
1951,立夏,1951-05-06T08:09:02Z
1951,芒種,1951-06-06T12:32:19Z
1951,小暑,1951-07-07T22:53:38Z
1951,立秋,1951-08-08T08:37:13Z
1951,白露,1951-09-08T11:17:58Z
1951,寒露,1951-10-09T02:36:10Z
1951,立冬,1951-11-08T05:26:23Z
1951,大雪,1951-12-07T22:02:06Z
1952,小寒,1952-01-06T09:09:31Z
1952,立春,1952-02-04T20:52:40Z
1952,驚蟄,1952-03-05T15:07:05Z
1952,淸明,1952-04-04T20:14:49Z
1952,立夏,1952-05-05T13:53:48Z
1952,芒種,1952-06-05T18:20:06Z
1952,小暑,1952-07-07T04:44:26Z
1952,立秋,1952-08-07T14:30:46Z
1952,白露,1952-09-07T17:13:28Z
1952,寒露,1952-10-08T08:32:11Z
1952,立冬,1952-11-07T11:21:21Z
1952,大雪,1952-12-07T03:55:21Z
1953,小寒,1953-01-05T15:01:50Z
1953,立春,1953-02-04T02:45:41Z
1953,驚蟄,1953-03-05T21:02:14Z
1953,淸明,1953-04-05T02:12:24Z
1953,立夏,1953-05-05T19:52:07Z
1953,芒種,1953-06-06T00:15:53Z
1953,小暑,1953-07-07T10:34:43Z
1953,立秋,1953-08-07T20:14:23Z
1953,白露,1953-09-07T22:52:31Z
1953,寒露,1953-10-08T14:10:12Z
1953,立冬,1953-11-07T17:00:45Z
1953,大雪,1953-12-07T09:36:47Z
1954,小寒,1954-01-05T20:45:05Z
1954,立春,1954-02-04T08:30:30Z
1954,驚蟄,1954-03-06T02:48:20Z
1954,淸明,1954-04-05T07:58:57Z
1954,立夏,1954-05-06T01:37:56Z
1954,芒種,1954-06-06T06:00:37Z
1954,小暑,1954-07-07T16:18:59Z
1954,立秋,1954-08-08T01:58:52Z
1954,白露,1954-09-08T04:37:40Z
1954,寒露,1954-10-08T19:57:06Z
1954,立冬,1954-11-07T22:50:21Z
1954,大雪,1954-12-07T15:28:18Z
1955,小寒,1955-01-06T02:35:40Z
1955,立春,1955-02-04T14:17:24Z
1955,驚蟄,1955-03-06T08:30:45Z
1955,淸明,1955-04-05T13:38:32Z
1955,立夏,1955-05-06T07:17:46Z
1955,芒種,1955-06-06T11:43:14Z
1955,小暑,1955-07-07T22:05:40Z
1955,立秋,1955-08-08T07:49:51Z
1955,白露,1955-09-08T10:31:34Z
1955,寒露,1955-10-09T01:51:57Z
1955,立冬,1955-11-08T04:44:58Z
1955,大雪,1955-12-07T21:22:36Z
1956,小寒,1956-01-06T08:30:06Z
1956,立春,1956-02-04T20:11:44Z
1956,驚蟄,1956-03-05T14:24:16Z
1956,淸明,1956-04-04T19:30:58Z
1956,立夏,1956-05-05T13:09:46Z
1956,芒種,1956-06-05T17:35:37Z
1956,小暑,1956-07-07T03:57:50Z
1956,立秋,1956-08-07T13:40:02Z
1956,白露,1956-09-07T16:18:45Z
1956,寒露,1956-10-08T07:35:42Z
1956,立冬,1956-11-07T10:25:43Z
1956,大雪,1956-12-07T03:01:55Z
1957,小寒,1957-01-05T14:10:14Z
1957,立春,1957-02-04T01:54:26Z
1957,驚蟄,1957-03-05T20:09:56Z
1957,淸明,1957-04-05T01:18:38Z
1957,立夏,1957-05-05T18:58:12Z
1957,芒種,1957-06-05T23:24:33Z
1957,小暑,1957-07-07T09:47:59Z
1957,立秋,1957-08-07T19:31:53Z
1957,白露,1957-09-07T22:12:01Z
1957,寒露,1957-10-08T13:29:47Z
1957,立冬,1957-11-07T16:19:51Z
1957,大雪,1957-12-07T08:55:46Z
1958,小寒,1958-01-05T20:04:09Z
1958,立春,1958-02-04T07:49:00Z
1958,驚蟄,1958-03-06T02:04:41Z
1958,淸明,1958-04-05T07:12:10Z
1958,立夏,1958-05-06T00:49:00Z
1958,芒種,1958-06-06T05:12:01Z
1958,小暑,1958-07-07T15:33:15Z
1958,立秋,1958-08-08T01:17:00Z
1958,白露,1958-09-08T03:58:39Z
1958,寒露,1958-10-08T19:18:59Z
1958,立冬,1958-11-07T22:11:44Z
1958,大雪,1958-12-07T14:49:27Z
1959,小寒,1959-01-06T01:58:09Z
1959,立春,1959-02-04T13:42:01Z
1959,驚蟄,1959-03-06T07:56:26Z
1959,淸明,1959-04-05T13:02:53Z
1959,立夏,1959-05-06T06:38:34Z
1959,芒種,1959-06-06T10:59:54Z
1959,小暑,1959-07-07T21:19:42Z
1959,立秋,1959-08-08T07:03:55Z
1959,白露,1959-09-08T09:47:44Z
1959,寒露,1959-10-09T01:09:38Z
1959,立冬,1959-11-08T04:01:55Z
1959,大雪,1959-12-07T20:37:08Z
1960,小寒,1960-01-06T07:42:18Z
1960,立春,1960-02-04T19:22:59Z
1960,驚蟄,1960-03-05T13:35:57Z
1960,淸明,1960-04-04T18:43:24Z
1960,立夏,1960-05-05T12:22:24Z
1960,芒種,1960-06-05T16:48:24Z
1960,小暑,1960-07-07T03:12:30Z
1960,立秋,1960-08-07T12:59:35Z
1960,白露,1960-09-07T15:45:13Z
1960,寒露,1960-10-08T07:08:31Z
1960,立冬,1960-11-07T10:01:53Z
1960,大雪,1960-12-07T02:37:36Z
1961,小寒,1961-01-05T13:42:27Z
1961,立春,1961-02-04T01:22:16Z
1961,驚蟄,1961-03-05T19:34:29Z
1961,淸明,1961-04-05T00:41:57Z
1961,立夏,1961-05-05T18:21:07Z
1961,芒種,1961-06-05T22:45:51Z
1961,小暑,1961-07-07T09:06:27Z
1961,立秋,1961-08-07T18:48:11Z
1961,白露,1961-09-07T21:29:03Z
1961,寒露,1961-10-08T12:50:47Z
1961,立冬,1961-11-07T15:46:02Z
1961,大雪,1961-12-07T08:25:45Z
1962,小寒,1962-01-05T19:34:47Z
1962,立春,1962-02-04T07:17:12Z
1962,驚蟄,1962-03-06T01:29:22Z
1962,淸明,1962-04-05T06:34:06Z
1962,立夏,1962-05-06T00:09:20Z
1962,芒種,1962-06-06T04:31:07Z
1962,小暑,1962-07-07T14:50:57Z
1962,立秋,1962-08-08T00:33:33Z
1962,白露,1962-09-08T03:15:13Z
1962,寒露,1962-10-08T18:37:46Z
1962,立冬,1962-11-07T21:34:46Z
1962,大雪,1962-12-07T14:16:31Z
1963,小寒,1963-01-06T01:26:19Z
1963,立春,1963-02-04T13:07:36Z
1963,驚蟄,1963-03-06T07:17:02Z
1963,淸明,1963-04-05T12:18:32Z
1963,立夏,1963-05-06T05:51:50Z
1963,芒種,1963-06-06T10:14:17Z
1963,小暑,1963-07-07T20:37:28Z
1963,立秋,1963-08-08T06:25:16Z
1963,白露,1963-09-08T09:11:43Z
1963,寒露,1963-10-09T00:36:06Z
1963,立冬,1963-11-08T03:32:11Z
1963,大雪,1963-12-07T20:12:28Z
1964,小寒,1964-01-06T07:22:12Z
1964,立春,1964-02-04T19:04:48Z
1964,驚蟄,1964-03-05T13:15:53Z
1964,淸明,1964-04-04T18:18:13Z
1964,立夏,1964-05-05T11:50:54Z
1964,芒種,1964-06-05T16:11:36Z
1964,小暑,1964-07-07T02:32:01Z
1964,立秋,1964-08-07T12:16:02Z
1964,白露,1964-09-07T14:59:20Z
1964,寒露,1964-10-08T06:21:24Z
1964,立冬,1964-11-07T09:15:01Z
1964,大雪,1964-12-07T01:52:57Z
1965,小寒,1965-01-05T13:01:51Z
1965,立春,1965-02-04T00:46:00Z
1965,驚蟄,1965-03-05T19:00:31Z
1965,淸明,1965-04-05T00:06:35Z
1965,立夏,1965-05-05T17:41:24Z
1965,芒種,1965-06-05T22:01:59Z
1965,小暑,1965-07-07T08:21:15Z
1965,立秋,1965-08-07T18:04:29Z
1965,白露,1965-09-07T20:47:44Z
1965,寒露,1965-10-08T12:11:01Z
1965,立冬,1965-11-07T15:06:26Z
1965,大雪,1965-12-07T07:45:27Z
1966,小寒,1966-01-05T18:54:15Z
1966,立春,1966-02-04T06:37:44Z
1966,驚蟄,1966-03-06T00:51:16Z
1966,淸明,1966-04-05T05:56:22Z
1966,立夏,1966-05-05T23:30:20Z
1966,芒種,1966-06-06T03:49:31Z
1966,小暑,1966-07-07T14:06:54Z
1966,立秋,1966-08-07T23:48:52Z
1966,白露,1966-09-08T02:31:57Z
1966,寒露,1966-10-08T17:56:39Z
1966,立冬,1966-11-07T20:55:11Z
1966,大雪,1966-12-07T13:37:40Z
1967,小寒,1967-01-06T00:48:15Z
1967,立春,1967-02-04T12:30:44Z
1967,驚蟄,1967-03-06T06:41:48Z
1967,淸明,1967-04-05T11:44:35Z
1967,立夏,1967-05-06T05:17:20Z
1967,芒種,1967-06-06T09:36:14Z
1967,小暑,1967-07-07T19:53:15Z
1967,立秋,1967-08-08T05:34:47Z
1967,白露,1967-09-08T08:17:38Z
1967,寒露,1967-10-08T23:41:05Z
1967,立冬,1967-11-08T02:37:18Z
1967,大雪,1967-12-07T19:17:23Z
1968,小寒,1968-01-06T06:26:06Z
1968,立春,1968-02-04T18:07:20Z
1968,驚蟄,1968-03-05T12:17:41Z
1968,淸明,1968-04-04T17:20:50Z
1968,立夏,1968-05-05T10:55:44Z
1968,芒種,1968-06-05T15:19:01Z
1968,小暑,1968-07-07T01:41:34Z
1968,立秋,1968-08-07T11:27:08Z
1968,白露,1968-09-07T14:11:21Z
1968,寒露,1968-10-08T05:34:20Z
1968,立冬,1968-11-07T08:29:13Z
1968,大雪,1968-12-07T01:08:12Z
1969,小寒,1969-01-05T12:16:45Z
1969,立春,1969-02-03T23:58:49Z
1969,驚蟄,1969-03-05T18:10:30Z
1969,淸明,1969-04-04T23:14:47Z
1969,立夏,1969-05-05T16:49:43Z
1969,芒種,1969-06-05T21:11:26Z
1969,小暑,1969-07-07T07:31:28Z
1969,立秋,1969-08-07T17:14:03Z
1969,白露,1969-09-07T19:55:22Z
1969,寒露,1969-10-08T11:16:37Z
1969,立冬,1969-11-07T14:11:17Z
1969,大雪,1969-12-07T06:51:16Z
1970,小寒,1970-01-05T18:01:39Z
1970,立春,1970-02-04T05:45:42Z
1970,驚蟄,1970-03-05T23:58:26Z
1970,淸明,1970-04-05T05:01:42Z
1970,立夏,1970-05-05T22:33:45Z
1970,芒種,1970-06-06T02:52:12Z
1970,小暑,1970-07-07T13:10:30Z
1970,立秋,1970-08-07T22:54:04Z
1970,白露,1970-09-08T01:37:52Z
1970,寒露,1970-10-08T17:01:31Z
1970,立冬,1970-11-07T19:57:41Z
1970,大雪,1970-12-07T12:37:17Z
1971,小寒,1971-01-05T23:45:03Z
1971,立春,1971-02-04T11:25:23Z
1971,驚蟄,1971-03-06T05:34:41Z
1971,淸明,1971-04-05T10:35:58Z
1971,立夏,1971-05-06T04:08:06Z
1971,芒種,1971-06-06T08:28:50Z
1971,小暑,1971-07-07T18:51:07Z
1971,立秋,1971-08-08T04:40:11Z
1971,白露,1971-09-08T07:30:10Z
1971,寒露,1971-10-08T22:58:31Z
1971,立冬,1971-11-08T01:56:35Z
1971,大雪,1971-12-07T18:35:42Z
1972,小寒,1972-01-06T05:41:50Z
1972,立春,1972-02-04T17:20:12Z
1972,驚蟄,1972-03-05T11:28:04Z
1972,淸明,1972-04-04T16:28:50Z
1972,立夏,1972-05-05T10:01:09Z
1972,芒種,1972-06-05T14:21:58Z
1972,小暑,1972-07-07T00:42:53Z
1972,立秋,1972-08-07T10:28:29Z
1972,白露,1972-09-07T13:15:05Z
1972,寒露,1972-10-08T04:41:45Z
1972,立冬,1972-11-07T07:39:23Z
1972,大雪,1972-12-07T00:18:43Z
1973,小寒,1973-01-05T11:25:18Z
1973,立春,1973-02-03T23:04:10Z
1973,驚蟄,1973-03-05T17:12:34Z
1973,淸明,1973-04-04T22:13:51Z
1973,立夏,1973-05-05T15:46:21Z
1973,芒種,1973-06-05T20:06:49Z
1973,小暑,1973-07-07T06:27:21Z
1973,立秋,1973-08-07T16:12:47Z
1973,白露,1973-09-07T18:59:23Z
1973,寒露,1973-10-08T10:27:14Z
1973,立冬,1973-11-07T13:27:38Z
1973,大雪,1973-12-07T06:10:24Z
1974,小寒,1974-01-05T17:19:55Z
1974,立春,1974-02-04T05:00:05Z
1974,驚蟄,1974-03-05T23:07:05Z
1974,淸明,1974-04-05T04:04:59Z
1974,立夏,1974-05-05T21:33:51Z
1974,芒種,1974-06-06T01:51:39Z
1974,小暑,1974-07-07T12:11:05Z
1974,立秋,1974-08-07T21:57:10Z
1974,白露,1974-09-08T00:45:04Z
1974,寒露,1974-10-08T16:14:38Z
1974,立冬,1974-11-07T19:17:58Z
1974,大雪,1974-12-07T12:04:37Z
1975,小寒,1975-01-05T23:17:29Z
1975,立春,1975-02-04T10:59:10Z
1975,驚蟄,1975-03-06T05:05:46Z
1975,淸明,1975-04-05T10:01:29Z
1975,立夏,1975-05-06T03:27:10Z
1975,芒種,1975-06-06T07:42:00Z
1975,小暑,1975-07-07T17:59:23Z
1975,立秋,1975-08-08T03:44:53Z
1975,白露,1975-09-08T06:33:17Z
1975,寒露,1975-10-08T22:02:03Z
1975,立冬,1975-11-08T01:02:36Z
1975,大雪,1975-12-07T17:46:10Z
1976,小寒,1976-01-06T04:57:22Z
1976,立春,1976-02-04T16:39:27Z
1976,驚蟄,1976-03-05T10:48:06Z
1976,淸明,1976-04-04T15:46:27Z
1976,立夏,1976-05-05T09:14:25Z
1976,芒種,1976-06-05T13:31:13Z
1976,小暑,1976-07-06T23:50:50Z
1976,立秋,1976-08-07T09:38:21Z
1976,白露,1976-09-07T12:28:12Z
1976,寒露,1976-10-08T03:58:02Z
1976,立冬,1976-11-07T06:58:34Z
1976,大雪,1976-12-06T23:40:57Z
1977,小寒,1977-01-05T10:51:02Z
1977,立春,1977-02-03T22:33:24Z
1977,驚蟄,1977-03-05T16:44:08Z
1977,淸明,1977-04-04T21:45:44Z
1977,立夏,1977-05-05T15:15:59Z
1977,芒種,1977-06-05T19:32:02Z
1977,小暑,1977-07-07T05:47:52Z
1977,立秋,1977-08-07T15:30:13Z
1977,白露,1977-09-07T18:15:41Z
1977,寒露,1977-10-08T09:43:56Z
1977,立冬,1977-11-07T12:45:49Z
1977,大雪,1977-12-07T05:30:50Z
1978,小寒,1978-01-05T16:43:12Z
1978,立春,1978-02-04T04:26:57Z
1978,驚蟄,1978-03-05T22:38:11Z
1978,淸明,1978-04-05T03:39:20Z
1978,立夏,1978-05-05T21:08:32Z
1978,芒種,1978-06-06T01:23:06Z
1978,小暑,1978-07-07T11:36:56Z
1978,立秋,1978-08-07T21:17:39Z
1978,白露,1978-09-08T00:02:23Z
1978,寒露,1978-10-08T15:30:54Z
1978,立冬,1978-11-07T18:34:02Z
1978,大雪,1978-12-07T11:20:02Z
1979,小寒,1979-01-05T22:31:32Z
1979,立春,1979-02-04T10:12:17Z
1979,驚蟄,1979-03-06T04:19:37Z
1979,淸明,1979-04-05T09:17:56Z
1979,立夏,1979-05-06T02:47:10Z
1979,芒種,1979-06-06T07:05:11Z
1979,小暑,1979-07-07T17:24:36Z
1979,立秋,1979-08-08T03:10:53Z
1979,白露,1979-09-08T05:59:45Z
1979,寒露,1979-10-08T21:30:02Z
1979,立冬,1979-11-08T00:32:47Z
1979,大雪,1979-12-07T17:17:48Z
1980,小寒,1980-01-06T04:28:53Z
1980,立春,1980-02-04T16:09:28Z
1980,驚蟄,1980-03-05T10:16:29Z
1980,淸明,1980-04-04T15:14:42Z
1980,立夏,1980-05-05T08:44:29Z
1980,芒種,1980-06-05T13:03:44Z
1980,小暑,1980-07-06T23:23:56Z
1980,立秋,1980-08-07T09:08:31Z
1980,白露,1980-09-07T11:53:27Z
1980,寒露,1980-10-08T03:19:15Z
1980,立冬,1980-11-07T06:18:15Z
1980,大雪,1980-12-06T23:01:16Z
1981,小寒,1981-01-05T10:12:38Z
1981,立春,1981-02-03T21:55:24Z
1981,驚蟄,1981-03-05T16:05:08Z
1981,淸明,1981-04-04T21:05:02Z
1981,立夏,1981-05-05T14:34:48Z
1981,芒種,1981-06-05T18:52:39Z
1981,小暑,1981-07-07T05:11:51Z
1981,立秋,1981-08-07T14:57:09Z
1981,白露,1981-09-07T17:43:12Z
1981,寒露,1981-10-08T09:09:32Z
1981,立冬,1981-11-07T12:08:30Z
1981,大雪,1981-12-07T04:51:15Z
1982,小寒,1982-01-05T16:02:34Z
1982,立春,1982-02-04T03:45:29Z
1982,驚蟄,1982-03-05T21:54:35Z
1982,淸明,1982-04-05T02:52:41Z
1982,立夏,1982-05-05T20:20:00Z
1982,芒種,1982-06-06T00:35:54Z
1982,小暑,1982-07-07T10:54:34Z
1982,立秋,1982-08-07T20:41:44Z
1982,白露,1982-09-07T23:31:41Z
1982,寒露,1982-10-08T15:02:08Z
1982,立冬,1982-11-07T18:04:05Z
1982,大雪,1982-12-07T10:48:04Z
1983,小寒,1983-01-05T21:58:42Z
1983,立春,1983-02-04T09:39:42Z
1983,驚蟄,1983-03-06T03:47:12Z
1983,淸明,1983-04-05T08:44:22Z
1983,立夏,1983-05-06T02:10:50Z
1983,芒種,1983-06-06T06:25:41Z
1983,小暑,1983-07-07T16:43:12Z
1983,立秋,1983-08-08T02:29:36Z
1983,白露,1983-09-08T05:20:02Z
1983,寒露,1983-10-08T20:51:03Z
1983,立冬,1983-11-07T23:52:11Z
1983,大雪,1983-12-07T16:33:40Z
1984,小寒,1984-01-06T03:40:51Z
1984,立春,1984-02-04T15:18:44Z
1984,驚蟄,1984-03-05T09:24:39Z
1984,淸明,1984-04-04T14:22:19Z
1984,立夏,1984-05-05T07:50:57Z
1984,芒種,1984-06-05T12:08:36Z
1984,小暑,1984-07-06T22:29:06Z
1984,立秋,1984-08-07T08:17:53Z
1984,白露,1984-09-07T11:09:49Z
1984,寒露,1984-10-08T02:42:34Z
1984,立冬,1984-11-07T05:45:31Z
1984,大雪,1984-12-06T22:28:03Z
1985,小寒,1985-01-05T09:35:05Z
1985,立春,1985-02-03T21:11:48Z
1985,驚蟄,1985-03-05T15:16:22Z
1985,淸明,1985-04-04T20:13:35Z
1985,立夏,1985-05-05T13:42:32Z
1985,芒種,1985-06-05T17:59:56Z
1985,小暑,1985-07-07T04:18:35Z
1985,立秋,1985-08-07T14:04:16Z
1985,白露,1985-09-07T16:53:01Z
1985,寒露,1985-10-08T08:24:33Z
1985,立冬,1985-11-07T11:29:28Z
1985,大雪,1985-12-07T04:16:20Z
1986,小寒,1986-01-05T15:28:01Z
1986,立春,1986-02-04T03:07:41Z
1986,驚蟄,1986-03-05T21:12:08Z
1986,淸明,1986-04-05T02:06:06Z
1986,立夏,1986-05-05T19:30:35Z
1986,芒種,1986-06-05T23:44:23Z
1986,小暑,1986-07-07T10:00:45Z
1986,立秋,1986-08-07T19:45:36Z
1986,白露,1986-09-07T22:34:37Z
1986,寒露,1986-10-08T14:06:45Z
1986,立冬,1986-11-07T17:12:49Z
1986,大雪,1986-12-07T10:00:56Z
1987,小寒,1987-01-05T21:13:00Z
1987,立春,1987-02-04T08:51:39Z
1987,驚蟄,1987-03-06T02:53:36Z
1987,淸明,1987-04-05T07:44:07Z
1987,立夏,1987-05-06T01:05:35Z
1987,芒種,1987-06-06T05:18:58Z
1987,小暑,1987-07-07T15:38:40Z
1987,立秋,1987-08-08T01:29:14Z
1987,白露,1987-09-08T04:24:07Z
1987,寒露,1987-10-08T19:59:40Z
1987,立冬,1987-11-07T23:05:40Z
1987,大雪,1987-12-07T15:52:13Z
1988,小寒,1988-01-06T03:03:30Z
1988,立春,1988-02-04T14:42:49Z
1988,驚蟄,1988-03-05T08:46:32Z
1988,淸明,1988-04-04T13:39:04Z
1988,立夏,1988-05-05T07:01:43Z
1988,芒種,1988-06-05T11:14:53Z
1988,小暑,1988-07-06T21:32:54Z
1988,立秋,1988-08-07T07:20:15Z
1988,白露,1988-09-07T10:11:31Z
1988,寒露,1988-10-08T01:44:29Z
1988,立冬,1988-11-07T04:48:54Z
1988,大雪,1988-12-06T21:34:28Z
1989,小寒,1989-01-05T08:45:56Z
1989,立春,1989-02-03T20:27:10Z
1989,驚蟄,1989-03-05T14:34:09Z
1989,淸明,1989-04-04T19:29:54Z
1989,立夏,1989-05-05T12:53:56Z
1989,芒種,1989-06-05T17:05:14Z
1989,小暑,1989-07-07T03:19:26Z
1989,立秋,1989-08-07T13:03:54Z
1989,白露,1989-09-07T15:53:55Z
1989,寒露,1989-10-08T07:27:20Z
1989,立冬,1989-11-07T10:33:32Z
1989,大雪,1989-12-07T03:20:58Z
1990,小寒,1990-01-05T14:33:14Z
1990,立春,1990-02-04T02:14:00Z
1990,驚蟄,1990-03-05T20:19:17Z
1990,淸明,1990-04-05T01:12:55Z
1990,立夏,1990-05-05T18:35:26Z
1990,芒種,1990-06-05T22:46:18Z
1990,小暑,1990-07-07T09:00:29Z
1990,立秋,1990-08-07T18:45:31Z
1990,白露,1990-09-07T21:37:28Z
1990,寒露,1990-10-08T13:13:48Z
1990,立冬,1990-11-07T16:23:29Z
1990,大雪,1990-12-07T09:14:10Z
1991,小寒,1991-01-05T20:28:06Z
1991,立春,1991-02-04T08:08:24Z
1991,驚蟄,1991-03-06T02:12:14Z
1991,淸明,1991-04-05T07:04:41Z
1991,立夏,1991-05-06T00:26:52Z
1991,芒種,1991-06-06T04:38:17Z
1991,小暑,1991-07-07T14:53:00Z
1991,立秋,1991-08-08T00:37:15Z
1991,白露,1991-09-08T03:27:21Z
1991,寒露,1991-10-08T19:01:07Z
1991,立冬,1991-11-07T22:07:51Z
1991,大雪,1991-12-07T14:56:01Z
1992,小寒,1992-01-06T02:08:31Z
1992,立春,1992-02-04T13:48:16Z
1992,驚蟄,1992-03-05T07:52:07Z
1992,淸明,1992-04-04T12:45:08Z
1992,立夏,1992-05-05T06:08:40Z
1992,芒種,1992-06-05T10:22:20Z
1992,小暑,1992-07-06T20:40:15Z
1992,立秋,1992-08-07T06:27:22Z
1992,白露,1992-09-07T09:18:18Z
1992,寒露,1992-10-08T00:51:27Z
1992,立冬,1992-11-07T03:57:01Z
1992,大雪,1992-12-06T20:44:12Z
1993,小寒,1993-01-05T07:56:31Z
1993,立春,1993-02-03T19:37:09Z
1993,驚蟄,1993-03-05T13:42:32Z
1993,淸明,1993-04-04T18:37:10Z
1993,立夏,1993-05-05T12:01:42Z
1993,芒種,1993-06-05T16:15:13Z
1993,小暑,1993-07-07T02:32:02Z
1993,立秋,1993-08-07T12:17:58Z
1993,白露,1993-09-07T15:07:47Z
1993,寒露,1993-10-08T06:40:02Z
1993,立冬,1993-11-07T09:45:33Z
1993,大雪,1993-12-07T02:33:49Z
1994,小寒,1994-01-05T13:48:06Z
1994,立春,1994-02-04T01:30:55Z
1994,驚蟄,1994-03-05T19:37:40Z
1994,淸明,1994-04-05T00:31:47Z
1994,立夏,1994-05-05T17:54:05Z
1994,芒種,1994-06-05T22:04:52Z
1994,小暑,1994-07-07T08:19:21Z
1994,立秋,1994-08-07T18:04:20Z
1994,白露,1994-09-07T20:55:06Z
1994,寒露,1994-10-08T12:29:03Z
1994,立冬,1994-11-07T15:35:36Z
1994,大雪,1994-12-07T08:22:53Z
1995,小寒,1995-01-05T19:34:04Z
1995,立春,1995-02-04T07:12:50Z
1995,驚蟄,1995-03-06T01:16:03Z
1995,淸明,1995-04-05T06:08:06Z
1995,立夏,1995-05-05T23:30:03Z
1995,芒種,1995-06-06T03:42:29Z
1995,小暑,1995-07-07T14:00:59Z
1995,立秋,1995-08-07T23:51:44Z
1995,白露,1995-09-08T02:48:34Z
1995,寒露,1995-10-08T18:27:12Z
1995,立冬,1995-11-07T21:35:36Z
1995,大雪,1995-12-07T14:22:16Z
1996,小寒,1996-01-06T01:31:26Z
1996,立春,1996-02-04T13:07:52Z
1996,驚蟄,1996-03-05T07:09:37Z
1996,淸明,1996-04-04T12:01:59Z
1996,立夏,1996-05-05T05:26:00Z
1996,芒種,1996-06-05T09:40:47Z
1996,小暑,1996-07-06T19:59:59Z
1996,立秋,1996-08-07T05:48:47Z
1996,白露,1996-09-07T08:42:24Z
1996,寒露,1996-10-08T00:18:41Z
1996,立冬,1996-11-07T03:26:33Z
1996,大雪,1996-12-06T20:14:01Z
1997,小寒,1997-01-05T07:24:28Z
1997,立春,1997-02-03T19:01:57Z
1997,驚蟄,1997-03-05T13:04:08Z
1997,淸明,1997-04-04T17:56:16Z
1997,立夏,1997-05-05T11:19:27Z
1997,芒種,1997-06-05T15:32:32Z
1997,小暑,1997-07-07T01:49:23Z
1997,立秋,1997-08-07T11:36:18Z
1997,白露,1997-09-07T14:28:48Z
1997,寒露,1997-10-08T06:05:09Z
1997,立冬,1997-11-07T09:14:38Z
1997,大雪,1997-12-07T02:04:52Z
1998,小寒,1998-01-05T13:18:08Z
1998,立春,1998-02-04T00:56:51Z
1998,驚蟄,1998-03-05T18:57:14Z
1998,淸明,1998-04-04T23:44:56Z
1998,立夏,1998-05-05T17:03:10Z
1998,芒種,1998-06-05T21:13:22Z
1998,小暑,1998-07-07T07:30:25Z
1998,立秋,1998-08-07T17:19:49Z
1998,白露,1998-09-07T20:15:54Z
1998,寒露,1998-10-08T11:55:44Z
1998,立冬,1998-11-07T15:08:23Z
1998,大雪,1998-12-07T08:01:35Z
1999,小寒,1999-01-05T19:17:08Z
1999,立春,1999-02-04T06:57:02Z
1999,驚蟄,1999-03-06T00:57:41Z
1999,淸明,1999-04-05T05:44:36Z
1999,立夏,1999-05-05T23:00:59Z
1999,芒種,1999-06-06T03:09:07Z
1999,小暑,1999-07-07T13:24:58Z
1999,立秋,1999-08-07T23:14:06Z
1999,白露,1999-09-08T02:09:59Z
1999,寒露,1999-10-08T17:48:22Z
1999,立冬,1999-11-07T20:57:52Z
1999,大雪,1999-12-07T13:47:28Z
2000,小寒,2000-01-06T01:00:41Z
2000,立春,2000-02-04T12:40:23Z
2000,驚蟄,2000-03-05T06:42:39Z
2000,淸明,2000-04-04T11:31:57Z
2000,立夏,2000-05-05T04:50:09Z
2000,芒種,2000-06-05T08:58:33Z
2000,小暑,2000-07-06T19:13:56Z
2000,立秋,2000-08-07T05:02:59Z
2000,白露,2000-09-07T07:59:09Z
2000,寒露,2000-10-07T23:38:12Z
2000,立冬,2000-11-07T02:48:03Z
2000,大雪,2000-12-06T19:37:02Z
2001,小寒,2001-01-05T06:49:15Z
2001,立春,2001-02-03T18:28:50Z
2001,驚蟄,2001-03-05T12:32:30Z
2001,淸明,2001-04-04T17:24:22Z
2001,立夏,2001-05-05T10:44:50Z
2001,芒種,2001-06-05T14:53:36Z
2001,小暑,2001-07-07T01:06:42Z
2001,立秋,2001-08-07T10:52:21Z
2001,白露,2001-09-07T13:46:11Z
2001,寒露,2001-10-08T05:25:02Z
2001,立冬,2001-11-07T08:36:53Z
2001,大雪,2001-12-07T01:28:52Z
2002,小寒,2002-01-05T12:43:30Z
2002,立春,2002-02-04T00:24:05Z
2002,驚蟄,2002-03-05T18:27:32Z
2002,淸明,2002-04-04T23:18:16Z
2002,立夏,2002-05-05T16:37:17Z
2002,芒種,2002-06-05T20:44:46Z
2002,小暑,2002-07-07T06:56:12Z
2002,立秋,2002-08-07T16:39:19Z
2002,白露,2002-09-07T19:31:02Z
2002,寒露,2002-10-08T11:09:18Z
2002,立冬,2002-11-07T14:21:49Z
2002,大雪,2002-12-07T07:14:14Z
2003,小寒,2003-01-05T18:27:43Z
2003,立春,2003-02-04T06:05:20Z
2003,驚蟄,2003-03-06T00:04:53Z
2003,淸明,2003-04-05T04:52:29Z
